qseqid	hogid	overlap	family-score	subfamily-score	qseqlen	subfamily-medianseqlen
XP_029056789.1	HOG:D0632140.1b.1a	0.9911242603550295	0.9723553949106667	0.8963073617529093	339	363
XP_029056790.1	HOG:D0632140.1b.1a	0.9911242603550295	0.9723553949106667	0.8963073617529093	339	363
XP_029056791.1	HOG:D0672747.3a.1e.1a	0.9935691318327974	0.6954265035568031	0.15450783887353295	312	335
XP_029056792.1	HOG:D0637253.3b	1.0	0.9894100251261496	0.9240130297890413	507	506
XP_029056793.1	HOG:D0672747.3a.1e.1a	0.9932659932659933	0.670549269596693	0.1504039257060389	298	335
XP_029056794.1	HOG:D0672747.3a.1e.1a	0.9927797833935018	0.6427189047026094	0.1490863634638879	278	335
XP_029056795.1	HOG:D0680021.8a.8c	1.0	0.9819025349018992	0.9790928350807642	385	357
XP_029056796.1	HOG:D0639095.2a	1.0	0.9790289361819141	0.9370711553986124	569	566
XP_029056797.1	HOG:D0628771.1a	1.0	0.9996400884159781	0.9996400884159781	378	375
XP_029056798.1	HOG:D0615625	0.9786096256684492	0.9767478501094373	0.9767478501094373	188	780
XP_029056799.1	HOG:D0671603.1a.1c.3a.3c	1.0	0.9556203625529538	0.24997726488119743	146	145
XP_029056800.1	HOG:D0637253.3b	1.0	0.9894100251261496	0.9240130297890413	507	506
XP_029056801.1	HOG:D0683032.7c.9b.22l.18b.14e.18b.40a.20b.16b	0.9863945578231292	0.9849699150134154	0.4285559649349867	295	294
XP_029056802.1	HOG:D0628802.7a.1a	1.0	0.9999962242796001	0.9999962242796001	320	327
XP_029056803.1	HOG:D0679852.4b.9a.3a	1.0	0.9998922459215603	0.9998888638222572	269	268
XP_029056804.1	HOG:D0679852.4b.9a.3a	1.0	0.9818923160650044	0.8708640098741481	244	268
XP_029056805.1	HOG:D0629276	0.8894117647058823	0.9288938733826884	0.9288938733826884	426	427
XP_029056806.1	HOG:D0637253.3b	1.0	0.9893471171370176	0.9240130297890413	504	506
XP_029056807.1	HOG:D0621186.2c	1.0	0.967103215699061	0.9634966021061824	535	539
XP_029056808.1	HOG:D0621186.2c	1.0	0.9593997710898893	0.9549886560071532	533	539
XP_029056809.1	HOG:D0639108.1b	1.0	0.9529978629841295	0.18181516042964302	199	162
XP_029056810.1	HOG:D0639269	1.0	0.9215837170641853	0.9215837170641853	461	437
XP_029056811.1	HOG:D0680131.25b.5b	1.0	0.9727145258648964	0.9261685795431558	1285	1279
XP_029056812.1	HOG:D0680131.25b.5b	1.0	0.9727145258648964	0.9261685795431558	1285	1279
XP_029056813.1	HOG:D0680131.25b.5b	1.0	0.9727145258648964	0.9261685795431558	1285	1279
XP_029056814.1	HOG:D0637253.3b	1.0	0.9885548608000226	0.9016960384025334	468	506
XP_029056815.1	HOG:D0680131.25b.5b	1.0	0.9727145258648964	0.9261685795431558	1285	1279
XP_029056816.1	HOG:D0680131.25b.5b	1.0	0.9727145258648964	0.9261685795431558	1285	1279
XP_029056817.1	HOG:D0639224.3b	0.44642857142857145	0.3419460012942737	0.17983858179467735	561	419
XP_029056818.1	HOG:D0639224.3b	0.44642857142857145	0.3419460012942737	0.17983858179467735	561	419
XP_029056819.1	HOG:D0639224.3b	0.4444444444444444	0.3431998014936173	0.1806631736596789	559	419
XP_029056820.1	HOG:D0639224.3b	0.586073500967118	0.4597820564716335	0.29611752589494544	518	419
XP_029056821.1	HOG:D0639224.3b	0.49793388429752067	0.3958446290044719	0.21513014265502306	485	419
XP_029056822.1	HOG:D0639224.3b	0.7705627705627706	0.6269439675014655	0.3946134239213823	463	419
XP_029056823.1	HOG:D0639224.3b	0.7695652173913043	0.629747803901126	0.39749324700481514	461	419
XP_029056824.1	HOG:D0637253.3b	1.0	0.9884810184169069	0.9016960384025334	465	506
XP_029056825.1	HOG:D0639224.3b	0.9904534606205251	0.7975833281556532	0.6372312537644796	420	419
XP_029056826.1	HOG:D0639224.3b	0.9904076738609112	0.801463120450137	0.6428449418367871	418	419
XP_029056827.1	HOG:D0615646	1.0	0.8093553221664241	0.03479811430839013	443	458
XP_029056828.1	HOG:D0901365.21a.6a	1.0	0.9962124496493096	0.9961684890966941	569	561
XP_029056829.1	HOG:D0901365.21a.6a	1.0	0.9962124496493096	0.9961684890966941	569	561
XP_029056830.1	HOG:D0901365.21a.6a	1.0	0.9962124496493096	0.9961684890966941	569	561
XP_029056831.1	HOG:D0901365.21a.6a	1.0	0.9962124496493096	0.9961684890966941	569	561
XP_029056832.1	HOG:D0901365.21a.6a	1.0	0.9962124496493096	0.9961684890966941	569	561
XP_029056833.1	HOG:D0901365.21a.6a	1.0	0.9962124496493096	0.9961684890966941	569	561
XP_029056834.1	HOG:D0637253.3b	1.0	0.9868260004410739	0.9164328141775573	404	506
XP_029056835.1	HOG:D0901365.21a.6a	1.0	0.9962124496493096	0.9961684890966941	569	561
XP_029056836.1	HOG:D0621435.1b	0.9971509971509972	0.8404978896641093	0.8271201687527651	352	352
XP_029056837.1	HOG:D0621435.1b	0.9623188405797102	0.808270917195529	0.7918568460632693	346	352
XP_029056838.1	HOG:D0621435.1b	0.9971590909090909	0.8294265688191936	0.8151569336393859	353	352
XP_029056839.1	HOG:D0679925.5e.15a.10a	1.0	0.9999297195600065	0.9999297195600065	105	104
XP_029056840.1	HOG:D0679925.5e.15a.10a	0.8089887640449438	0.7972649518645816	0.6908069433028848	90	104
XP_029056841.1	HOG:D0671147.6u.61h.50a	0.9902439024390244	0.9589109831507002	0.8747159738564041	206	206
XP_029056842.1	HOG:D0637253.3b	1.0	0.9854739230002045	0.9054041951796968	366	506
XP_029056843.1	HOG:D0628805	1.0	0.9996383757285449	0.9996383757285449	192	191
XP_029056844.1	HOG:D0683203.3c.1a.2a.3a.4a	1.0	0.9908689644295676	0.9715159190362518	369	374
XP_029056845.1	HOG:D0680872.13b	0.9983566146261298	0.9977487394202507	0.9977487394202507	1218	1208
XP_029056846.1	HOG:D0683167.4b.7b.1b.6a.2e.10b	1.0	0.991272177582202	0.7499739687670918	895	894
XP_029056847.1	HOG:D0644469.3a.2a.1b.2b	1.0	0.9999965973056726	0.9999965973056726	498	589
XP_029056848.1	HOG:D0628772.3a	1.0	0.9463536595881071	0.9274307970523528	479	478
XP_029056849.1	HOG:D0628772.3a	1.0	0.9311819457843717	0.9076228708067543	491	478
XP_029056850.1	HOG:D0637253.3b	1.0	0.9854739230002045	0.9054041951796968	366	506
XP_029056851.1	HOG:D0671511.4b.10b.10b.4a.2a	0.9857433808553971	0.9793202433212922	0.900980046043412	492	466
XP_029056852.1	HOG:D0671511.4b.10b.10b.4a.2a	0.9850746268656716	0.980598744829745	0.8839297638066315	470	466
XP_029056853.1	HOG:D0633362.1c.1b.1a.1a	1.0	0.9758321519704363	0.8875386707990672	425	415
XP_029056854.1	HOG:D0634319.1a	1.0	0.980583354359228	0.961162349517987	333	319
XP_029056855.1	HOG:D0681220.18a	1.0	0.9902368106222571	0.9892012348316348	539	537
XP_029056856.1	HOG:D0681220.18a	1.0	0.9838032996709517	0.9727850253002222	499	537
XP_029056857.1	HOG:D0681220.18a	0.9919571045576407	0.982730798812824	0.9636112268790913	374	537
XP_029056858.1	HOG:D0642114.2a	1.0	0.9372379410206523	0.9174096019002697	507	506
XP_029056859.1	HOG:D0641460.1a	0.8758465011286681	0.805304870089038	0.6957394597647788	444	411
XP_029056860.1	HOG:D0619989	1.0	0.9836390491722193	0.9836390491722193	970	948
XP_029056861.1	HOG:D0619989	1.0	0.9928347080420724	0.9928347080420724	949	948
XP_029056862.1	HOG:D0619989	1.0	0.9827660974801339	0.9827660974801339	920	948
XP_029056863.1	HOG:D0619989	1.0	0.9924561023767692	0.9924561023767692	899	948
XP_029056864.1	HOG:D0666857.5b.2b	1.0	0.9449997400070175	0.0833299760761413	414	268
XP_029056865.1	HOG:D0666857.5b	1.0	0.9689770747722449	0.9391501412638406	407	411
XP_029056866.1	HOG:D0666857.5b.2b	0.9700598802395209	0.9015996152120906	0.05882072217601396	335	268
XP_029056867.1	HOG:D0637226.3a	1.0	0.9778353468894863	0.9407005657131683	282	281
XP_029056868.1	HOG:D0641460.1a	0.8238805970149253	0.766183779900324	0.5518517096782634	336	411
XP_029056869.1	HOG:D0622713	0.9742669060442849	0.9438707889308037	0.9438707889308037	1672	1572
XP_029056870.1	HOG:D0622713	0.974251497005988	0.9438472496483733	0.9438472496483733	1671	1572
XP_029056871.1	HOG:D0622713	0.9742206235011991	0.9437852632815285	0.9437852632815285	1669	1572
XP_029056872.1	HOG:D0622713	0.9694167852062588	0.9349442145916089	0.9349442145916089	1407	1572
XP_029056873.1	HOG:D0622713	0.9867330016583747	0.9581285744146109	0.9581285744146109	1207	1572
XP_029056874.1	HOG:D0622713	0.9570149253731344	0.9172565707116274	0.9172565707116274	1676	1572
XP_029056875.1	HOG:D0667469.1c.1b	1.0	0.9316410927555017	0.04756783955061644	303	315
XP_029056876.1	HOG:D0667469.1c.1b	1.0	0.9316410927555017	0.04756783955061644	303	315
XP_029056877.1	HOG:D0667469.1c.1b	1.0	0.9316410927555017	0.04756783955061644	303	315
XP_029056878.1	HOG:D0658752.3d.2a	1.0	0.8732705320362258	0.8202048637243351	283	217
XP_029056879.1	HOG:D0658752.3d.2a	0.9659574468085106	0.7213670931719802	0.6480236457986275	236	217
XP_029056880.1	HOG:D0617829	0.9965870307167235	0.9648289984740275	0.9648289984740275	294	277
XP_029056881.1	HOG:D0679329.10dzs.2965a.2288b.1590c.1074b	0.979757085020243	0.9541571180613444	0.7954319906804805	742	735
XP_029056882.1	HOG:D0900354.2a.12b.32b	1.0	0.9703583778775443	0.19999967831601134	433	432
XP_029056883.1	HOG:D0641460.1a	1.0	0.9237920606545814	0.8659289110969234	403	411
XP_029056884.1	HOG:D0900354.2a.12b.32b	1.0	0.9580966131254188	0.1578943842287303	403	432
XP_029056885.1	HOG:D0686028.23e.20a.9b.10b	1.0	0.9836733597593443	0.9726198035256975	487	487
XP_029056886.1	HOG:D0686028.23e.20a.9b.10b	0.9035532994923858	0.8824730511709676	0.8285440779066487	395	487
XP_029056887.1	HOG:D0686028.23e.20a.9b.10b	0.9888888888888889	0.9670902659303343	0.9515834473498573	361	487
XP_029056888.1	HOG:D0686028.23e.20a.9b.10b	0.9294871794871795	0.8643781196757823	0.8266304077149257	313	487
XP_029056889.1	HOG:D0629830.3a	1.0	0.9970507825980485	0.9953937858539388	425	422
XP_029056890.1	HOG:D0629830.3a	1.0	0.9970507825980485	0.9953937858539388	425	422
XP_029056891.1	HOG:D0658764	1.0	0.9761957340849962	0.9761957340849962	271	270
XP_029056892.1	HOG:D0688854.5b.9a	1.0	0.9614489063899858	0.7142704165001108	237	236
XP_029056893.1	HOG:D0688854.5b.9a	1.0	0.8404315372092355	0.19999432199297487	159	236
XP_029056894.1	HOG:D0681196.5a	0.9933422103861518	0.9232797417918766	0.03508352352786337	752	718
XP_029056895.1	HOG:D0671207.6y.47a.21a	0.9990375360923965	0.982251002712728	0.19996249133757743	1040	1035
XP_029056896.1	HOG:D0640144.1b.4a.1a.2a	1.0	0.9705237744697276	0.9065570997104493	424	423
XP_029056897.1	HOG:D0699085.1b.1a.11b	0.95	0.9213324296783203	0.6881136266252105	381	357
XP_029056898.1	HOG:D0699085.1b.1a.11b	0.9943977591036415	0.9645985842033258	0.8332879821472938	358	357
XP_029056899.1	HOG:D0699085.1b.1a.11b	0.9339080459770115	0.9023602886685258	0.6070713576250052	349	357
XP_029056900.1	HOG:D0699085.1b.1a.11b	0.9504373177842566	0.9187366078281135	0.6537880341648131	344	357
XP_029056901.1	HOG:D0699085.1b.1a.11b	0.8839285714285714	0.8777455156896491	0.5504988969494062	337	357
XP_029056902.1	HOG:D0699085.1b.1a.11b	0.939873417721519	0.9342652525607791	0.7100833564245229	317	357
XP_029056903.1	HOG:D0699085.1b.1a.11b	0.9943977591036415	0.9645985842033258	0.8332879821472938	358	357
XP_029056904.1	HOG:D0671207.6y.47a.21a	1.0	0.9938352340240931	0.49996104710294037	1035	1035
XP_029056905.1	HOG:D0639356.1a	1.0	0.9998777650739684	0.9998777650739684	110	110
XP_029056906.1	HOG:D0639356.1a	1.0	0.9998777650739684	0.9998777650739684	110	110
XP_029056907.1	HOG:D0679329.10idb	1.0	0.8747107888300665	0.8747107888300665	291	291
XP_029056908.1	HOG:D0671689.3b.10a.2b	1.0	0.991094183665835	0.933115216702923	838	837
XP_029056909.1	HOG:D0671689.3b.10a.2b	1.0	0.9844075305419157	0.8646506308397459	798	837
XP_029056910.1	HOG:D0680946.7c.16e.41b.20b.9a	1.0	0.9999223160901927	0.9999223160901927	360	359
XP_029056911.1	HOG:D0616343	0.3817204301075269	0.36449958087742024	0.36449958087742024	187	98
XP_029056912.1	HOG:D0616343	0.5575757575757576	0.5060521392726332	0.5060521392726332	166	98
XP_029056913.1	HOG:D0616343	0.6956521739130435	0.5487835523739925	0.5487835523739925	139	98
XP_029056914.1	HOG:D0680381.6i.26g.55a.18b.9a	1.0	0.9871162150468167	0.9505781737323735	258	256
XP_029056915.1	HOG:D0620101	0.9823321554770318	0.8150483935787362	0.8150483935787362	850	841
XP_029056916.1	HOG:D0622865.1b.1b	0.9678899082568807	0.8727869582078734	0.8408291343514415	219	247
XP_029056917.1	HOG:D0679635.7d.15d	1.0	0.9996954431044289	0.9996954431044289	255	254
XP_029056918.1	HOG:D0660831.2c.8a.1c.8b	1.0	0.9999694962145854	0.9999694962145854	76	75
XP_029056919.1	HOG:D0671149.4a.5b.11a	1.0	0.9912583649596196	0.9886991898126737	603	604
XP_029056920.1	HOG:D0671149.4a.5b.11a	1.0	0.9912583649596196	0.9886991898126737	603	604
XP_029056921.1	HOG:D0671149.4a.5b.11a	1.0	0.9905547999723546	0.9873294215237975	560	604
XP_029056922.1	HOG:D0671149.4a.5b.11a	1.0	0.9905547999723546	0.9873294215237975	560	604
XP_029056923.1	HOG:D0620101	1.0	0.8303306112561332	0.8303306112561332	844	841
XP_029056924.1	HOG:D0680381.6i.26e.53b.17a.8b.6a.6a.1a.1d	1.0	0.7701906867743739	0.0784298247494391	211	201
XP_029056925.1	HOG:D0671184.2b	0.9898348157560356	0.9625174512000004	0.9584903199979631	788	767
XP_029056926.1	HOG:D0671184.2b	0.9963302752293578	0.9638443632147945	0.9590353216840939	546	767
XP_029056927.1	HOG:D0907085.1d	1.0	0.9746518485508937	0.9733722031333957	265	265
XP_029056928.1	HOG:D0907085.1d	0.524	0.4877385474604442	0.4660792968584499	251	265
XP_029056929.1	HOG:D0907085.1d	1.0	0.9502516196248785	0.947227808913557	237	265
XP_029056930.1	HOG:D0764863	0.8828828828828829	0.08714725833011998	0.0051513751951347735	223	469
XP_029056931.1	HOG:D0620101	0.9917127071823204	0.8623439920120275	0.8623439920120275	725	841
XP_029056932.1	HOG:D0679329	1.0	0.10288913910966879	0.03099437336519123	206	445
XP_029056933.1	HOG:D0635459	1.0	0.9883205620676545	0.9883205620676545	756	737
XP_029056934.1	HOG:D0646350	1.0	0.9687850743277565	0.9687850743277565	241	256
XP_029056935.1	HOG:D0679329.10fpj.3116c.2416b.1662c.1123d.680b	1.0	0.9999878716374331	0.9999878716374331	428	409
XP_029056936.1	HOG:D0679329.10fpj.3116c.2416b.1662c.1123d.680b	1.0	0.9999878716374331	0.9999878716374331	385	409
XP_029056937.1	HOG:D0665363.3a	1.0	0.9189414566430335	0.902146203699703	750	727
XP_029056938.1	HOG:D0635612.2c	0.9337016574585635	0.8967800143645067	0.874912153162969	182	706
XP_029056939.1	HOG:D0635612.2c	0.9838709677419355	0.9067057059897774	0.8891286910753046	125	706
XP_029056940.1	HOG:D0635612.2c	1.0	0.9375745924129625	0.9153126621754119	728	706
XP_029056941.1	HOG:D0635612.2c	0.975609756097561	0.9197037024012737	0.887992555751452	616	706
XP_029056942.1	HOG:D0642833	1.0	0.9786188687636656	0.9786188687636656	296	295
XP_029056943.1	HOG:D0642833	1.0	0.9783215944474865	0.9783215944474865	292	295
