qseqid	hogid	overlap	family-score	subfamily-score	qseqlen	subfamily-medianseqlen
tr|A0A4U1EVT8|A0A4U1EVT8_MONMO	HOG:D0654805.1a	0.9320486815415822	0.9207182963369245	0.9001137831990427	987	1238
tr|A0A4U1EW40|A0A4U1EW40_MONMO	HOG:D0659029.3d.3b.1e	0.9357652656621729	0.7767503248738364	0.41888681884030843	1262	977
tr|A0A4U1EWS8|A0A4U1EWS8_MONMO	HOG:D0685976.3b.6a	0.9190751445086706	0.9161711676989016	0.8461171764972422	174	239
tr|A0A4U1EWU0|A0A4U1EWU0_MONMO	HOG:D0618959.1a	0.9449152542372882	0.7700572640466297	0.700311469993227	237	228
tr|A0A4U1EWX3|A0A4U1EWX3_MONMO	HOG:D0612500	0.9095744680851063	0.8108159639207493	0.8108159639207493	753	667
tr|A0A4U1EX41|A0A4U1EX41_MONMO	HOG:D0660841.2c.2a.1j.5b	0.6236133122028527	0.4266569650005231	0.19674500523296024	1263	515
tr|A0A4U1EXP6|A0A4U1EXP6_MONMO	HOG:D0690452.3b.2b.7a.8b.10b	1.0	0.9984945582907372	0.9984536134455491	103	1614
tr|A0A4U1EYB8|A0A4U1EYB8_MONMO	HOG:D0658824.3d.17f.12a	0.965	0.6294773377921358	0.027014653036372682	201	631
tr|A0A4U1EZJ9|A0A4U1EZJ9_MONMO	HOG:D0680977.6c.10a	1.0	0.9900540881733754	0.9900540881733754	349	3167
tr|A0A4U1EZW8|A0A4U1EZW8_MONMO	HOG:D0696411.4a	0.9946452476572959	0.9810334229183605	0.9805573532637483	748	737
tr|A0A4U1F010|A0A4U1F010_MONMO	HOG:D0641274.2g.2b	1.0	0.9801356622157751	0.9621063600311318	212	211
tr|A0A4U1F0W0|A0A4U1F0W0_MONMO	HOG:D0688837.10a.4a	1.0	0.999838396425945	0.999838396425945	554	551
tr|A0A4U1F127|A0A4U1F127_MONMO	HOG:D0863437	0.8441558441558441	0.0844118447141779	0.02999028541992524	78	289
tr|A0A4U1F2B6|A0A4U1F2B6_MONMO	HOG:D0671116	0.9120879120879121	0.15242624648325792	0.031126908176505874	92	624
tr|A0A4U1F313|A0A4U1F313_MONMO	HOG:D0668331.1b.2b.3d.9c	1.0	0.9997391531707738	0.9997391531707738	804	785
tr|A0A4U1F3D0|A0A4U1F3D0_MONMO	HOG:D0679877.6f.16b.22c.17g	0.9855595667870036	0.7733190771136383	0.3645774962684421	278	416
tr|A0A4U1F5E7|A0A4U1F5E7_MONMO	HOG:D0671290.6k.37i.15a	0.7734627831715211	0.7501198666441078	0.26562515433243966	619	454
tr|A0A4U1F644|A0A4U1F644_MONMO	HOG:D0633380	0.895482728077945	0.6828568043971126	0.6828568043971126	1130	1166
tr|A0A4U1F7L5|A0A4U1F7L5_MONMO	HOG:D0615676	0.5726315789473684	0.5572353060735992	0.5572353060735992	476	272
tr|A0A4U1F7N6|A0A4U1F7N6_MONMO	HOG:D0687990.4a	0.9817629179331308	0.9659447979212248	0.9631180280476442	330	326
tr|A0A4U1F7S8|A0A4U1F7S8_MONMO	HOG:D0679603.4b.4b.9b.11a.23a.9a	0.998211091234347	0.9879992203732739	0.9018914630852362	560	586
tr|A0A4U1F868|A0A4U1F868_MONMO	HOG:D0899985.1e.5d.13e.33b.29g	1.0	0.8562380986126628	0.19999832337568182	146	135
tr|A0A4U1F8L6|A0A4U1F8L6_MONMO	HOG:D0661672.1d.5a.6b.4b.1a	0.6504065040650406	0.5765226878175139	0.05555084468847957	247	195
tr|A0A4U1F8Z4|A0A4U1F8Z4_MONMO	HOG:D0671230.5bg.252a.153b	0.9659863945578231	0.8042029894345787	0.6701890062825342	295	528
tr|A0A4U1F910|A0A4U1F910_MONMO	HOG:D0610512	0.7887029288702929	0.9996960756854942	0.9996960756854942	479	528
tr|A0A4U1F919|A0A4U1F919_MONMO	HOG:D0611482	0.5864197530864198	0.7532629372728992	0.7532629372728992	487	554
tr|A0A4U1F952|A0A4U1F952_MONMO	HOG:D0681214.6a.12b.3b.5a	0.9827814569536424	0.9565430739712691	0.05162593908264224	1511	2093
tr|A0A4U1F977|A0A4U1F977_MONMO	HOG:D0644607.1a.3b	0.9985347985347985	0.9588380524963873	0.9406076621650143	1366	1389
tr|A0A4U1F9Q4|A0A4U1F9Q4_MONMO	HOG:D0614609	0.9382716049382716	0.6444089191398403	0.6444089191398403	82	84
tr|A0A4U1FA05|A0A4U1FA05_MONMO	HOG:D0680314.6b.17g.26i.32a.34d.11a.1a.1a.2a.4d	0.8977272727272727	0.6742507857101031	0.18181503970833818	89	124
tr|A0A4U1FA76|A0A4U1FA76_MONMO	HOG:D0615611.1b	0.9972489683631361	0.8163725907032628	0.6751366897894697	728	713
tr|A0A4U1FAJ5|A0A4U1FAJ5_MONMO	HOG:D0680133.4c.7b.2b	0.9166666666666666	0.9045519808001022	0.893453164568669	325	347
tr|A0A4U1FAP9|A0A4U1FAP9_MONMO	HOG:D0636120.2a.2b.5a	1.0	0.8737433505245696	0.032125391305405024	2433	2421
tr|A0A4U1FB43|A0A4U1FB43_MONMO	HOG:D0679953.3b.4b.2a.19c.17b.9a.9a.2a	0.9568965517241379	0.8641390449387677	0.2857006778269372	117	111
tr|A0A4U1FBN3|A0A4U1FBN3_MONMO	HOG:D0613991.1b	0.9727272727272728	0.702145603373944	0.08564815691290081	221	208
tr|A0A4U1FC53|A0A4U1FC53_MONMO	HOG:D0616313.1a	1.0	0.974639251384119	0.9539587805428279	727	754
tr|A0A4U1FCU6|A0A4U1FCU6_MONMO	HOG:D0668090.1b.1a.2d.3a.1b.8a	1.0	0.989372428966933	0.8332097295751462	573	974
tr|A0A4U1FDF3|A0A4U1FDF3_MONMO	HOG:D0672717.1b.4b.6a	0.9464285714285714	0.6988916404530588	0.23942790090854463	449	507
tr|A0A4U1FF30|A0A4U1FF30_MONMO	HOG:D0634600	0.8348623853211009	0.8268463829892342	0.8268463829892342	110	147
tr|A0A4U1FFF3|A0A4U1FFF3_MONMO	HOG:D0661315.1c.7c.3a.2c	1.0	0.9404654579112628	0.8160666627926737	431	467
tr|A0A4U1FGG8|A0A4U1FGG8_MONMO	HOG:D0616024.3a	0.7751937984496124	0.4917406031356049	0.02020004232102155	388	292
tr|A0A4U1FHE5|A0A4U1FHE5_MONMO	HOG:D0621867.1b	0.9920318725099602	0.8989558610794748	0.010889286926977477	1005	1182
tr|A0A4U1FHK8|A0A4U1FHK8_MONMO	HOG:D0638656.1c.1d.7a.3a	1.0	0.999826775762195	0.999826775762195	395	411
tr|A0A4U1FJF2|A0A4U1FJF2_MONMO	HOG:D0680138.32a	0.9991708126036484	0.9725313059116542	0.915921662232458	1207	1187
tr|A0A4U1FK09|A0A4U1FK09_MONMO	HOG:D0621237.1b.4a.1a	0.9881294964028777	0.8296205108012125	0.2199481364632418	2781	3187
tr|A0A4U1FK61|A0A4U1FK61_MONMO	HOG:D0620093	1.0	0.9651735499444314	0.9651735499444314	328	330
tr|A0A4U1FK70|A0A4U1FK70_MONMO	HOG:D0680959.20a.14a	1.0	0.9996537313311468	0.9996537313311468	104	1389
tr|A0A4U1FL21|A0A4U1FL21_MONMO	HOG:D0659078.3d.4a.1a	1.0	0.9916368599708766	0.9888929489266836	521	788
tr|A0A4U1FMD8|A0A4U1FMD8_MONMO	HOG:D0673637.2a.10d.10b	0.984375	0.9805455380819881	0.9463111150205495	193	541
tr|A0A4U1FMS1|A0A4U1FMS1_MONMO	HOG:D0655379.1a	0.9994324631101021	0.9686416163576467	0.9676994921237875	1763	1961
tr|A0A4U1FNC4|A0A4U1FNC4_MONMO	HOG:D0646385.2a.2a.2a	1.0	0.9999691048818867	0.9999691048818867	115	114
tr|A0A4U1FP36|A0A4U1FP36_MONMO	HOG:D0671603.1a.1c.3a	0.8333333333333334	0.241038832336081	0.01428376963421501	97	145
tr|A0A4U1FPL7|A0A4U1FPL7_MONMO	HOG:D0615541.1a	0.9657534246575342	0.6876279277207616	0.6450205558908685	147	275
tr|A0A4U1FQ61|A0A4U1FQ61_MONMO	HOG:D0684454.5b.41b.74a	1.0	0.9999979917220061	0.9999979917220061	305	350
tr|A0A4U1FRB2|A0A4U1FRB2_MONMO	HOG:D0644261.1a.4b	1.0	0.9800654640051474	0.853142991217478	591	662
tr|A0A4U1FRS1|A0A4U1FRS1_MONMO	HOG:D0629051.2a.6b	1.0	0.9833450348485304	0.9533702653788939	819	953
tr|A0A4U1FSC9|A0A4U1FSC9_MONMO	HOG:D0629818	0.990990990990991	0.9904270720363487	0.9904270720363487	223	326
tr|A0A4U1FTU3|A0A4U1FTU3_MONMO	HOG:D0614611.1b	0.9946018893387314	0.95983911368549	0.8826075673630288	1483	1434
tr|A0A4U1FUA5|A0A4U1FUA5_MONMO	HOG:D0683120.2b.7b.12a	1.0	0.9479184230573736	0.6665242501130116	123	150
tr|A0A4U1FUR1|A0A4U1FUR1_MONMO	HOG:D0673848	0.9722719141323792	0.8656828164528624	0.8656828164528624	1119	3449
tr|A0A4U1FUY7|A0A4U1FUY7_MONMO	HOG:D0624452.1b	0.49473684210526314	0.885389718862748	0.8402650964173174	476	472
tr|A0A4V5P5L6|A0A4V5P5L6_MONMO	HOG:D0863664	0.9921259842519685	0.07688421468824518	0.01919715042519439	128	440
tr|A0A4V5P7H6|A0A4V5P7H6_MONMO	HOG:D0671137.5c.35d.18a.3a.1a	1.0	0.9727607997286962	0.9399565623242223	208	273
tr|A0A4V5P8J0|A0A4V5P8J0_MONMO	HOG:D0671116.6ns.304d.135a.105a.28b	1.0	0.8131680766098996	0.029410658451804454	357	502
tr|A0A4V5P939|A0A4V5P939_MONMO	HOG:D0679395.10d.105a.97a	1.0	0.9999507196488969	0.9999507196488969	184	183
tr|A0A4V6WNZ3|A0A4V6WNZ3_MONMO	HOG:D0629049	0.9619289340101523	0.9513953950071761	0.9513953950071761	789	829
tr|A0A4V6WPA1|A0A4V6WPA1_MONMO	HOG:D0620566	0.9977272727272727	0.9767568290894905	0.9767568290894905	441	439
tr|A0A4V6WPB7|A0A4V6WPB7_MONMO	HOG:D0900254.8a.28c.14d.30b	0.9517241379310345	0.7070816610507482	0.5897654413132941	436	313
tr|A0A4U1ECY2|A0A4U1ECY2_MONMO	HOG:D0863297	1.0	0.2170377120025768	0.038461108322316556	68	382
tr|A0A4U1EDG1|A0A4U1EDG1_MONMO	HOG:D0679551.10z.74d.105a	0.9938080495356038	0.9146888437039936	0.7608710397540246	1293	1249
tr|A0A4U1EEI8|A0A4U1EEI8_MONMO	HOG:D0642012.4c	0.8512820512820513	0.8468102176708928	0.8330992372752876	196	328
tr|A0A4U1EEU4|A0A4U1EEU4_MONMO	HOG:D0680282.5b.7b	0.8308457711442786	0.8258277274372716	0.028545249813116336	202	165
tr|A0A4U1EF11|A0A4U1EF11_MONMO	HOG:D0634294.1a	0.5673758865248227	0.5449164361901718	0.5198091920749179	142	153
tr|A0A4U1EFW1|A0A4U1EFW1_MONMO	HOG:D0671262.1b.2b	1.0	0.9693219755810943	0.8745233317712844	345	552
tr|A0A4U1EGQ7|A0A4U1EGQ7_MONMO	HOG:D0679329	0.8639344262295082	0.08720073660627423	0.006398675584163691	611	445
tr|A0A4U1EGS1|A0A4U1EGS1_MONMO	HOG:D0639411.1a	1.0	0.9999024534239388	0.9999024534239388	241	240
tr|A0A4U1EH02|A0A4U1EH02_MONMO	HOG:D0654875.3b.5b	0.9940476190476191	0.983372539664299	0.8360164851144565	673	771
tr|A0A4U1EH96|A0A4U1EH96_MONMO	HOG:D0642948.6c.1b	1.0	0.999998086897982	0.999998086897982	130	129
tr|A0A4U1EHJ1|A0A4U1EHJ1_MONMO	HOG:D0679962.9ew.698a.909b	1.0	0.3230760114364614	0.021269899856015878	359	508
tr|A0A4U1EHQ7|A0A4U1EHQ7_MONMO	HOG:D0630073	0.9111111111111111	0.8737196590076273	0.8737196590076273	316	303
tr|A0A4U1EHZ6|A0A4U1EHZ6_MONMO	HOG:D0608798	0.948936170212766	0.6259525270203158	0.022700983539750606	236	313
tr|A0A4U1EI24|A0A4U1EI24_MONMO	HOG:D0616421	0.9527027027027027	0.28438241008429327	0.28438241008429327	445	2209
tr|A0A4U1EI93|A0A4U1EI93_MONMO	HOG:D0622676	1.0	0.9866023737376332	0.9866023737376332	805	1321
tr|A0A4U1EIP9|A0A4U1EIP9_MONMO	HOG:D0613723	1.0	0.8789073742945009	0.8789073742945009	354	348
tr|A0A4U1EK04|A0A4U1EK04_MONMO	HOG:D0642455.1a	0.6320754716981132	0.5325504566029768	0.5175884701596988	743	421
tr|A0A4U1EKN7|A0A4U1EKN7_MONMO	HOG:D0638582.1d.6b	0.9273570324574961	0.9108413461086808	0.6070591688907313	648	577
tr|A0A4U1EL49|A0A4U1EL49_MONMO	HOG:D0629363.2a	0.8826868495742668	0.7953629017098429	0.0046395784443992606	1058	857
tr|A0A4U1ELK5|A0A4U1ELK5_MONMO	HOG:D0674062	0.7375	0.7199121365042025	0.7199121365042025	81	59
tr|A0A4U1ELN7|A0A4U1ELN7_MONMO	HOG:D0679599.5a	0.5730994152046783	0.5597715716414101	0.013510800577485799	172	94
tr|A0A4U1ENK5|A0A4U1ENK5_MONMO	HOG:D0659382.1c	0.9959677419354839	0.9947249930238669	0.9942234570303592	249	758
tr|A0A4U1EP58|A0A4U1EP58_MONMO	HOG:D0638424.3h.6a.3c.1a	0.9131455399061033	0.8967476955066015	0.6903026565263667	427	611
tr|A0A4U1EPP9|A0A4U1EPP9_MONMO	HOG:D0637020.1b.2b.2a	1.0	0.9998752227154851	0.9998752227154851	197	393
tr|A0A4U1EQ20|A0A4U1EQ20_MONMO	HOG:D0685903.2e.14a	0.7171717171717171	0.15918237442223443	0.024687473743642444	100	177
tr|A0A4U1EQC3|A0A4U1EQC3_MONMO	HOG:D0639352.1b.6a.4a	1.0	0.6941870779407957	0.14034722675504419	488	539
tr|A0A4U1ERD3|A0A4U1ERD3_MONMO	HOG:D0679329	0.993421052631579	0.13350741194478224	0.02563613407548846	153	445
tr|A0A4U1ERL6|A0A4U1ERL6_MONMO	HOG:D0641243.1a	0.9967213114754099	0.9963498890251495	0.9963498890251495	611	1304
tr|A0A4U1ERQ0|A0A4U1ERQ0_MONMO	HOG:D0667888.1c.1b.3b.2a.17a.11a.3a	0.9568965517241379	0.5313422587360255	0.05453483148442149	117	129
tr|A0A4U1ESM0|A0A4U1ESM0_MONMO	HOG:D0647976.4a	1.0	0.7372241250028283	0.4421412949489445	228	295
tr|A0A4U1ESM7|A0A4U1ESM7_MONMO	HOG:D0629520.2b	0.8979591836734694	0.8912486594959143	0.3569660129641859	344	653
tr|A0A4U1EU71|A0A4U1EU71_MONMO	HOG:D0680664.9b.36a.10b.9b.10e.18b	0.9894179894179894	0.44805901080300614	0.009802486502215747	190	224
tr|A0A4U1EVZ9|A0A4U1EVZ9_MONMO	HOG:D0683268.7o.34b	1.0	0.9996622553461617	0.9996622553461617	405	971
tr|A0A4U1EX36|A0A4U1EX36_MONMO	HOG:D0900983.7c.8a.13a.5a.4a.1b	1.0	0.999926588463811	0.999926588463811	201	305
tr|A0A4U1EX47|A0A4U1EX47_MONMO	HOG:D0610877	0.9327731092436975	0.7278300363492219	0.00818072649306544	477	421
tr|A0A4U1EXL8|A0A4U1EXL8_MONMO	HOG:D0688836.6a.5b.14a.19b	1.0	0.9676766863598418	0.9236943411921549	721	723
tr|A0A4U1EZ32|A0A4U1EZ32_MONMO	HOG:D0635424.2b.2b.4a	1.0	0.9829303840694457	0.9387160083258956	363	362
tr|A0A4U1EZY5|A0A4U1EZY5_MONMO	HOG:D0679749.5u.41bm.104d.71b	0.9969135802469136	0.7174871476699262	0.10100356232370725	325	410
tr|A0A4U1F027|A0A4U1F027_MONMO	HOG:D0612958	0.9517543859649122	0.6462393156328716	0.6462393156328716	457	439
tr|A0A4U1F0T2|A0A4U1F0T2_MONMO	HOG:D0863465	0.958041958041958	0.14855936149685658	0.008917288372395058	144	470
tr|A0A4U1F0X6|A0A4U1F0X6_MONMO	HOG:D0671116	0.854679802955665	0.1049688754174417	0.006708019661814255	407	624
tr|A0A4U1F154|A0A4U1F154_MONMO	HOG:D0671116	0.9925925925925926	0.12274521704737004	0.019981272288622436	136	624
tr|A0A4U1F1M4|A0A4U1F1M4_MONMO	HOG:D0679610.8w.66d.85i.112a	0.6580310880829016	0.648481689242616	0.02940365312164383	194	126
tr|A0A4U1F265|A0A4U1F265_MONMO	HOG:D0685903.2e.14a.8c	0.9787234042553191	0.27730233104951574	0.004253920419451379	330	177
tr|A0A4U1F378|A0A4U1F378_MONMO	HOG:D0680731.2a.2a.2b.5b	1.0	0.9921141784784341	0.9576541989640491	549	562
tr|A0A4U1F3A4|A0A4U1F3A4_MONMO	HOG:D0673970.1a	1.0	0.889536918710577	0.881230687060138	427	390
tr|A0A4U1F3C5|A0A4U1F3C5_MONMO	HOG:D0660495.2b.1a.3a	1.0	0.9286850761366416	0.40153208361636533	1188	1135
tr|A0A4U1F4B2|A0A4U1F4B2_MONMO	HOG:D0644528.3a	1.0	0.9745623880852724	0.9671408027618682	330	352
tr|A0A4U1F4Y1|A0A4U1F4Y1_MONMO	HOG:D0628969	1.0	0.87531078443351	0.87531078443351	199	198
tr|A0A4U1F5W5|A0A4U1F5W5_MONMO	HOG:D0658818.1d.5d	1.0	0.9949506021716935	0.9890826856179458	503	552
tr|A0A4U1F613|A0A4U1F613_MONMO	HOG:D0686163.6b.4a.3d.10a.1a	0.9295154185022027	0.9151536178742209	0.7698573148269716	228	2724
tr|A0A4U1F646|A0A4U1F646_MONMO	HOG:D0619981	0.8274647887323944	0.80266409437791	0.80266409437791	285	232
tr|A0A4U1F7B3|A0A4U1F7B3_MONMO	HOG:D0636540.1b.1a	1.0	0.9147965481379637	0.7362595508910647	585	549
tr|A0A4U1F7E6|A0A4U1F7E6_MONMO	HOG:D0764863	0.9292035398230089	0.06692424356274551	0.009888531582536544	227	469
tr|A0A4U1F7E7|A0A4U1F7E7_MONMO	HOG:D0607935	0.9116161616161617	0.7415479459750209	0.7415479459750209	397	359
tr|A0A4U1F7P6|A0A4U1F7P6_MONMO	HOG:D0628915.1b	1.0	0.9252614728803656	0.9244964190896077	567	620
tr|A0A4U1F8A4|A0A4U1F8A4_MONMO	HOG:D0679800.10c.16a.12a	1.0	0.9513645119826252	0.907301954054265	590	586
tr|A0A4U1F944|A0A4U1F944_MONMO	HOG:D0610502.2b	0.7077702702702703	0.8766463589922483	0.8218231178601664	593	632
tr|A0A4U1F996|A0A4U1F996_MONMO	HOG:D0639240.1b.7b	0.9895833333333334	0.9992386602289902	0.9992386602289902	481	469
tr|A0A4U1F9L7|A0A4U1F9L7_MONMO	HOG:D0637099.1c.3a	0.9238095238095239	0.8292242863957467	0.8103882308651768	106	819
tr|A0A4U1FAW3|A0A4U1FAW3_MONMO	HOG:D0629994.7b	1.0	0.8654695723933055	0.5370876362734095	656	599
tr|A0A4U1FBJ6|A0A4U1FBJ6_MONMO	HOG:D0667568.1b.2b.5b	0.986737400530504	0.913763657688435	0.8883751937002692	378	500
tr|A0A4U1FBM1|A0A4U1FBM1_MONMO	HOG:D0673230	0.8087121212121212	0.8031232130077269	0.8031232130077269	529	691
tr|A0A4U1FCU5|A0A4U1FCU5_MONMO	HOG:D0695263.2d.15d.34b.23a	0.984375	0.9385358204119474	0.9238817705264388	257	252
tr|A0A4U1FDQ1|A0A4U1FDQ1_MONMO	HOG:D0642338.2a.3a	0.6583333333333333	0.6506936649550951	0.3331819591477351	241	186
tr|A0A4U1FF78|A0A4U1FF78_MONMO	HOG:D0668937.1a.2b.2a	1.0	0.9998619908793422	0.9998619908793422	179	258
tr|A0A4U1FFB8|A0A4U1FFB8_MONMO	HOG:D0645388.1a.1g	0.7956521739130434	0.4967315706603397	0.008742757492626069	231	448
tr|A0A4U1FFM8|A0A4U1FFM8_MONMO	HOG:D0667975.1b	1.0	0.932125530138904	0.8919765866482463	639	592
tr|A0A4U1FHC7|A0A4U1FHC7_MONMO	HOG:D0632035.1b	1.0	0.9998871311038041	0.9998871311038041	107	106
tr|A0A4U1FHQ1|A0A4U1FHQ1_MONMO	HOG:D0623076.2b	1.0	0.7411757627347689	0.4045283921699451	103	445
tr|A0A4U1FJX6|A0A4U1FJX6_MONMO	HOG:D0691689.3b.4b	0.8492063492063492	0.8425891716837091	0.4721857265958239	127	168
tr|A0A4U1FLN6|A0A4U1FLN6_MONMO	HOG:D0679690.10d.21a.41c.38a	0.9976415094339622	0.9074879190749262	0.8753742865037027	849	865
tr|A0A4U1FLN9|A0A4U1FLN9_MONMO	HOG:D0640183.1b	0.8875739644970414	0.8840115085952005	0.8332887703851781	170	461
tr|A0A4U1FLP8|A0A4U1FLP8_MONMO	HOG:D0658656.4a.3b.4b.2a.3b	0.9972375690607734	0.9957952331495361	0.9090878525871272	363	248
tr|A0A4U1FMY8|A0A4U1FMY8_MONMO	HOG:D0679329.10gre.3255c	1.0	0.6782072825827827	0.5038374323613896	459	423
tr|A0A4U1FNP4|A0A4U1FNP4_MONMO	HOG:D0679836.5d.18b.9b.8c.10a	0.9642184557438794	0.896525550347852	0.42039109581660355	532	504
tr|A0A4U1FPF6|A0A4U1FPF6_MONMO	HOG:D0638722.2a.1b.2a	1.0	0.9813454400278117	0.9664967277760145	288	463
tr|A0A4U1FQ26|A0A4U1FQ26_MONMO	HOG:D0617489.1b	1.0	0.8251103583154201	0.5165245000638643	424	751
tr|A0A4U1FQ65|A0A4U1FQ65_MONMO	HOG:D0632283	1.0	0.851010101325797	0.025278359605228794	787	708
tr|A0A4U1FQD5|A0A4U1FQD5_MONMO	HOG:D0642207.2a.4a	0.9947460595446584	0.9597751010012903	0.8526982370924219	1143	1079
tr|A0A4U1FQJ3|A0A4U1FQJ3_MONMO	HOG:D0617615.2d	0.9719101123595506	0.9361942906648438	0.8907892003565487	179	211
tr|A0A4U1FRD0|A0A4U1FRD0_MONMO	HOG:D0658557.4d	1.0	0.9185667183748342	0.9026097939881537	339	378
tr|A0A4U1FSP8|A0A4U1FSP8_MONMO	HOG:D0644636.3b.3b	0.9587820274786484	0.8396039079863047	0.0024511619761723538	2694	4342
tr|A0A4U1FSY5|A0A4U1FSY5_MONMO	HOG:D0647981.2b	1.0	0.9990353456046847	0.9990329422789554	226	212
tr|A0A4U1FT06|A0A4U1FT06_MONMO	HOG:D0681497.1b.5b	0.8418803418803419	0.661199053437263	0.5487610920329161	469	315
tr|A0A4U1FTE6|A0A4U1FTE6_MONMO	HOG:D0610718.2b.3b	0.9596309111880046	0.8646684458692575	0.27499076736563577	868	921
tr|A0A4U1FWD1|A0A4U1FWD1_MONMO	HOG:D0679535.10c.18b.9b.28b.41d.9b.1a.8b.3a	1.0	0.7555410503492952	0.06249833723776488	129	128
tr|A0A4U1FZU7|A0A4U1FZU7_MONMO	HOG:D0601352.2a	0.005988023952095809	0.5090143783833705	0.39660377760156945	1003	885
