qseqid	hogid	overlap	family-score	subfamily-score	family-count	family-normcount	subfamily-count	qseqlen	subfamily-medianseqlen
tr|A0A4U1EUZ9|A0A4U1EUZ9_MONMO	HOG:C0663354.5b.9g.33b.27b.10a.4a.1a.1f.1b	1.0	981.4715905108264	0.10909051581003433	228	0.8658187429132476	6	269	268
tr|A0A4U1EVD4|A0A4U1EVD4_MONMO	HOG:C0663325.9cg.146r.143c.140a	1.0	1208.7280905256787	0.7532460208379367	533	0.9660995374686185	58	556	589
tr|A0A4U1EVH8|A0A4U1EVH8_MONMO	HOG:C0645712.2b.2a	0.45483870967741935	626.5770509595596	0.15075209701644002	136	0.44479843626587207	30	311	697
tr|A0A4U1EVT8|A0A4U1EVT8_MONMO	HOG:C0638237.1a	0.9320486815415822	4802.54031064583	0.9016690445776366	905	0.922244251653451	697	987	1238
tr|A0A4U1EW40|A0A4U1EW40_MONMO	HOG:C0642616.3a.3a.2c	0.9357652656621729	4630.246455044678	0.42323255367744916	978	0.7776800399827343	204	1262	977
tr|A0A4U1EWS8|A0A4U1EWS8_MONMO	HOG:C0605727.2a	0.9190751445086706	977.6674904536953	0.6216183140680147	154	0.9165673306531834	23	174	840
tr|A0A4U1EWU0|A0A4U1EWU0_MONMO	HOG:C0602680.1a	0.9449152542372882	1240.6210495562614	0.7005634270486016	178	0.7704616662603585	124	237	228
tr|A0A4U1EWX3|A0A4U1EWX3_MONMO	HOG:C0596211	0.913563829787234	3784.925732496282	0.8116465886063331	599	0.8114689737171733	599	753	667
tr|A0A4U1EX41|A0A4U1EX41_MONMO	HOG:C0644434.2d.2a.1o.5b	0.6236133122028527	2348.7571150758995	0.19730701779658472	536	0.4266814116158347	176	1263	515
tr|A0A4U1EXP6|A0A4U1EXP6_MONMO	HOG:C0673148.3b.2b.7a.8b.6a	1.0	389.7311445869918	0.9999962300341146	97	1.0	29	103	1614
tr|A0A4U1EYB8|A0A4U1EYB8_MONMO	HOG:C0642411.3f.12q.21b	0.965	488.56531909459375	0.13095166467422525	123	0.62849881256525	11	201	631
tr|A0A4U1EZJ9|A0A4U1EZJ9_MONMO	HOG:C0669978.5a.9a	1.0	1078.6540097248746	0.9937345494444988	341	0.9939299726597209	319	349	3167
tr|A0A4U1EZW8|A0A4U1EZW8_MONMO	HOG:C0679379	0.9946452476572959	4169.94968540256	0.9851203993923591	729	0.9850906172812761	729	748	736
tr|A0A4U1F010|A0A4U1F010_MONMO	HOG:C0625050.2a.1b	1.0	1163.9277786946086	0.9622632998590033	202	0.9805301060998713	102	212	211
tr|A0A4U1F0W0|A0A4U1F0W0_MONMO	HOG:C0671266.1b.8a.1a	1.0	3282.8536120243484	0.999998615451608	548	1.0	167	554	551
tr|A0A4U1F127|A0A4U1F127_MONMO	na	na	na	na	na	na	na	78	na
tr|A0A4U1F2B6|A0A4U1F2B6_MONMO	na	na	na	na	na	na	na	92	na
tr|A0A4U1F313|A0A4U1F313_MONMO	HOG:C0651892.1b.2b.3a.4d	1.0	4338.265177792211	0.99999828707744	798	1.0	102	804	785
tr|A0A4U1F3D0|A0A4U1F3D0_MONMO	HOG:C0663244.5b.13b.21a.16h	0.9855595667870036	1052.6962889932556	0.36458327572383015	223	0.8189865445748583	35	278	416
tr|A0A4U1F5E7|A0A4U1F5E7_MONMO	HOG:C0654843.6f.35k.19a	0.7734627831715211	1606.1741156609924	0.2657000656149214	463	0.7516610090010714	55	619	454
tr|A0A4U1F644|A0A4U1F644_MONMO	HOG:C0617146	0.895482728077945	5094.110207694662	0.6832689713032681	768	0.6831088027428664	768	1130	1166
tr|A0A4U1F7L5|A0A4U1F7L5_MONMO	HOG:C0599378	0.5726315789473684	1879.5784477449488	0.557445255742497	262	0.5573515079215369	262	476	272
tr|A0A4U1F7N6|A0A4U1F7N6_MONMO	HOG:C0670359.4a	0.9817629179331308	1582.5997097313116	0.965146475410885	314	0.9689676343766022	277	330	326
tr|A0A4U1F7S8|A0A4U1F7S8_MONMO	HOG:C0663888.4c.5b.8b.11b.23d.8a	1.0	2607.2980670317847	0.9019603626121625	548	0.9908856803082134	46	560	586
tr|A0A4U1F868|A0A4U1F868_MONMO	HOG:C0884649.5b.11f.33b.26b	1.0	755.2194752409403	0.19999997618807203	129	0.9212750437444437	5	146	135
tr|A0A4U1F8L6|A0A4U1F8L6_MONMO	HOG:C0645258.1a.2a.4a	0.6504065040650406	814.3525288969543	0.15702382170814347	142	0.5888198963410137	19	247	226
tr|A0A4U1F8Z4|A0A4U1F8Z4_MONMO	HOG:C0654781.5da.306b.200b	0.9659863945578231	483.93858882610556	0.670881760997582	241	0.8202217699450152	106	295	528
tr|A0A4U1F910|A0A4U1F910_MONMO	HOG:C0594226	1.0	3170.1402369485904	0.9999984403187183	372	1.0	372	479	528
tr|A0A4U1F919|A0A4U1F919_MONMO	HOG:C0595197	0.9300411522633745	2594.141909716568	0.7535195893549563	321	0.7534859297260248	321	487	554
tr|A0A4U1F952|A0A4U1F952_MONMO	HOG:C0672494.5b.15b.9b	0.9827814569536424	5144.928793904639	0.9472521830768172	1451	0.9632215139180563	988	1511	2067
tr|A0A4U1F977|A0A4U1F977_MONMO	HOG:C0628414.1a.3a	1.0	6117.996846936424	0.9434703158293805	1311	0.9651116897472375	818	1366	1389
tr|A0A4U1F9Q4|A0A4U1F9Q4_MONMO	HOG:C0598314	0.9382716049382716	358.9728103503056	0.6447360282750155	49	0.6446686332927019	49	82	84
tr|A0A4U1FA05|A0A4U1FA05_MONMO	HOG:C0664722.5b.12e.30k.26c.28n.15a.1a.1b.2b.15a	0.8977272727272727	331.2183891018283	0.1818181560859371	61	0.7344968200387567	6	89	124
tr|A0A4U1FA76|A0A4U1FA76_MONMO	HOG:C0599313.1a	0.9972489683631361	3731.187219969098	0.6756721046546078	590	0.8169942583776881	275	728	713
tr|A0A4U1FAJ5|A0A4U1FAJ5_MONMO	HOG:C0665337.3a.6b	0.9166666666666666	1612.145799042184	0.8954595937834503	289	0.9057126966463495	257	325	348
tr|A0A4U1FAP9|A0A4U1FAP9_MONMO	HOG:C0619880.2b.4b.7b	1.0	9156.63232445076	0.8424788915914482	2136	0.8793708207438378	1610	2433	2421
tr|A0A4U1FB43|A0A4U1FB43_MONMO	HOG:C0687103.1b.1a.1a.3b.3b.7b.5b.10b	0.9568965517241379	591.0513110935408	0.28571422157570553	96	0.8647032399958811	6	117	111
tr|A0A4U1FBN3|A0A4U1FBN3_MONMO	HOG:C0597699	0.9727272727272728	1158.194156445829	0.7023242483114462	151	0.7022711139196275	151	221	213
tr|A0A4U1FC53|A0A4U1FC53_MONMO	HOG:C0600015.1a	1.0	5294.593432959694	0.9543119006349724	703	0.9750229812309188	376	727	754
tr|A0A4U1FCU6|A0A4U1FCU6_MONMO	HOG:C0651653.1b.1a.2c.3a.1b.8b	1.0	2627.2704528941927	0.8333325087493116	563	0.9928824707525217	20	573	974
tr|A0A4U1FDF3|A0A4U1FDF3_MONMO	HOG:C0656338.1b.5a.4a	0.9464285714285714	1575.8319128207813	0.2399962242731643	312	0.7035118145846848	42	449	507
tr|A0A4U1FF30|A0A4U1FF30_MONMO	HOG:C0618369	0.8348623853211009	792.5042679292873	0.8269228126874892	86	0.8269143957769518	86	110	149
tr|A0A4U1FFF3|A0A4U1FFF3_MONMO	HOG:C0644910.1c.7b.3a.2a	1.0	2312.418917054402	0.8161748940081661	402	0.9457480881959697	111	431	467
tr|A0A4U1FGG8|A0A4U1FGG8_MONMO	HOG:C0599723.3b	0.7751937984496124	1139.1445304507567	0.35117030125377835	199	0.5205480631650099	105	388	292
tr|A0A4U1FHE5|A0A4U1FHE5_MONMO	HOG:C0605615.1a	1.0	4661.892670498948	0.8925032472941083	811	0.9008929392570912	739	1005	1185
tr|A0A4U1FHK8|A0A4U1FHK8_MONMO	HOG:C0622429.1g.2a.1b.1a	1.0	2476.234539576617	0.9999993063815822	389	1.0	23	395	411
tr|A0A4U1FJF2|A0A4U1FJF2_MONMO	HOG:C0664024.29a	0.9991708126036484	4743.239034508201	0.9161664011022231	1188	0.9889861213775977	153	1207	1187
tr|A0A4U1FK09|A0A4U1FK09_MONMO	HOG:C0604985.1a.3c.1b	0.9881294964028777	11910.500894103512	0.21996601810120245	2450	0.8822796046750897	130	2781	3187
tr|A0A4U1FK61|A0A4U1FK61_MONMO	HOG:C0603834	1.0	2079.8165951546653	0.9658366565951493	311	0.9658032661818613	311	328	330
tr|A0A4U1FK70|A0A4U1FK70_MONMO	HOG:C0670017.22b.9a	1.0	367.5518816034785	0.9999957910497006	98	1.0	70	104	1389
tr|A0A4U1FL21|A0A4U1FL21_MONMO	HOG:C0642665.3b.3a.1b	1.0	2711.04355977595	0.9896143021494667	512	0.9941470778837979	286	521	788
tr|A0A4U1FMD8|A0A4U1FMD8_MONMO	HOG:C0657257.2a.7f.17c	0.984375	976.8949933955677	0.9464276539012182	184	0.9838884699116637	53	193	541
tr|A0A4U1FMS1|A0A4U1FMS1_MONMO	HOG:C0638866.1a	1.0	8109.90077134895	0.9735722418144782	1711	0.9747341180205206	1623	1763	1961
tr|A0A4U1FNC4|A0A4U1FNC4_MONMO	HOG:C0630204.2a.2b.1b	1.0	879.0245139212935	0.9999997157931179	109	1.0	30	115	114
tr|A0A4U1FP36|A0A4U1FP36_MONMO	HOG:C0655178.1a.1a	0.8333333333333334	75.08047634375636	0.1481449949880097	23	0.2508330310879833	12	97	146
tr|A0A4U1FPL7|A0A4U1FPL7_MONMO	HOG:C0599243.1b	0.9657534246575342	722.4446215899227	0.6451604914708038	98	0.6949644610198297	80	147	275
tr|A0A4U1FQ61|A0A4U1FQ61_MONMO	HOG:C0666095.5a.48b.72b	1.0	1514.4733627491296	0.9999999769561987	299	1.0	7	305	350
tr|A0A4U1FRB2|A0A4U1FRB2_MONMO	HOG:C0628071.1b.8a	1.0	3428.82793185609	0.853332244513724	574	0.9811538065781736	64	591	662
tr|A0A4U1FRS1|A0A4U1FRS1_MONMO	HOG:C0612798.2a.6a	1.0	4796.822938272131	0.9538431470141534	802	0.9864384465942979	248	819	953
tr|A0A4U1FSC9|A0A4U1FSC9_MONMO	HOG:C0613566	0.990990990990991	1623.1939291400572	0.9907811076784401	215	0.9907790570135083	215	223	326
tr|A0A4U1FTU3|A0A4U1FTU3_MONMO	HOG:C0598316.1b	1.0	9209.650567638546	0.8834330641346086	1410	0.9610977807087999	432	1483	1434
tr|A0A4U1FUA5|A0A4U1FUA5_MONMO	HOG:C0664437.2a.16a.16d	1.0	682.2701600709613	0.6666657161098649	111	0.9486378320379267	12	123	150
tr|A0A4U1FUR1|A0A4U1FUR1_MONMO	HOG:C0657470	1.0	5006.629635606746	0.868200390610408	962	0.867771983259952	962	1119	3449
tr|A0A4U1FUY7|A0A4U1FUY7_MONMO	HOG:C0608206.1a	1.0	2686.9506943222	0.8409757512033498	405	0.8861166413646296	275	476	472
tr|A0A4V5P5L6|A0A4V5P5L6_MONMO	na	na	na	na	na	na	na	128	na
tr|A0A4V5P7H6|A0A4V5P7H6_MONMO	HOG:C0654680.5h.36c.15b.30b.23a	1.0	861.9331439692902	0.9431796274844455	197	0.9749838740380344	83	208	273
tr|A0A4V5P8J0|A0A4V5P8J0_MONMO	HOG:C0662876.9ain.1919e.1471d.1015b.708b.417a	1.0	124.8520986778603	0.6736835587708037	328	0.8579427620301714	64	357	502
tr|A0A4V5P939|A0A4V5P939_MONMO	HOG:C0662853.9ai.108c.118a	1.0	808.1144521854083	0.9999997261628284	178	1.0	15	184	183
tr|A0A4V6WNZ3|A0A4V6WNZ3_MONMO	HOG:C0612796	0.9619289340101523	4486.9748022419135	0.9527372305318406	746	0.9526524693754573	746	789	829
tr|A0A4V6WPA1|A0A4V6WPA1_MONMO	HOG:C0604313	0.9977272727272727	3265.982968212295	0.9770093335124425	425	0.9770022863333758	425	441	439
tr|A0A4V6WPB7|A0A4V6WPB7_MONMO	HOG:C0884994.8a.26a.12b.24b	0.9517241379310345	969.3525948551489	0.5999970941766618	309	0.7149830597172784	183	436	313
tr|A0A4U1ECY2|A0A4U1ECY2_MONMO	na	na	na	na	na	na	na	68	na
tr|A0A4U1EDG1|A0A4U1EDG1_MONMO	HOG:C0664160.9c.49a.90b	0.9938080495356038	2808.682909744681	0.7956910763965386	1197	0.9245895135412179	370	1293	1249
tr|A0A4U1EEI8|A0A4U1EEI8_MONMO	HOG:C0625797.4i	0.8512820512820513	876.5618044189024	0.8333317575213908	161	0.8469948481679586	145	196	328
tr|A0A4U1EEU4|A0A4U1EEU4_MONMO	HOG:C0666822	0.8308457711442786	961.5547033369451	0.826525594841238	162	0.8262845124715804	162	202	165
tr|A0A4U1EF11|A0A4U1EF11_MONMO	HOG:C0618062.1a	0.6382978723404256	467.01425309867085	0.5199990252472069	72	0.545285410173309	65	142	153
tr|A0A4U1EFW1|A0A4U1EFW1_MONMO	HOG:C0654817.1a.4b	1.0	1902.4135595521952	0.874996060278112	329	0.9704246745670901	70	345	557
tr|A0A4U1EGQ7|A0A4U1EGQ7_MONMO	HOG:C0885244	0.8950819672131147	22.43073954074561	na	61	0.0767610125200943	na	611	689
tr|A0A4U1EGS1|A0A4U1EGS1_MONMO	HOG:C0623185.1b	1.0	1961.6506313209454	0.9999994715288245	235	1.0	126	241	240
tr|A0A4U1EH02|A0A4U1EH02_MONMO	HOG:C0638312.2a.4a	0.9940476190476191	3860.0755840179568	0.8360651148147835	657	0.9849691566131644	51	673	771
tr|A0A4U1EH96|A0A4U1EH96_MONMO	HOG:C0626749.6c.1b	1.0	947.8949054371149	0.9999999742677552	124	1.0	11	130	129
tr|A0A4U1EHJ1|A0A4U1EHJ1_MONMO	HOG:C0662959.8r.532a.742a	1.0	93.83319553075555	0.11786930447155618	142	0.33121173422318123	31	359	508
tr|A0A4U1EHQ7|A0A4U1EHQ7_MONMO	HOG:C0613822	0.9111111111111111	1888.7685165528846	0.8741893240742632	271	0.8741197276716194	271	316	303
tr|A0A4U1EHZ6|A0A4U1EHZ6_MONMO	HOG:C0592508	0.948936170212766	1093.5398660247693	0.6260860939154455	145	0.6303705657861062	144	236	313
tr|A0A4U1EI24|A0A4U1EI24_MONMO	HOG:C0600121	0.9527027027027027	654.5708008915767	0.28473481294978537	125	0.2843066572606038	125	445	2209
tr|A0A4U1EI93|A0A4U1EI93_MONMO	HOG:C0606414	1.0	5211.290514309598	0.9874764464276512	789	0.9874687325978668	789	805	1321
tr|A0A4U1EIP9|A0A4U1EIP9_MONMO	HOG:C0597434	1.0	2205.378201169259	0.8793074151923199	306	0.8792534599056051	306	354	348
tr|A0A4U1EK04|A0A4U1EK04_MONMO	HOG:C0626246.1b	0.6320754716981132	2369.997034167465	0.518203900083141	393	0.5329429084179556	370	743	421
tr|A0A4U1EKN7|A0A4U1EKN7_MONMO	HOG:C0622356.1c.6a	0.9489953632148377	3686.0762053325634	0.6071422768231288	566	0.9113400898147302	85	648	577
tr|A0A4U1EL49|A0A4U1EL49_MONMO	HOG:C0613111.2b	0.8864711447492905	4120.510483906525	0.756596680967231	838	0.7973136514501528	659	1058	857
tr|A0A4U1ELK5|A0A4U1ELK5_MONMO	HOG:C0657690	0.7375	442.7430606756142	0.7199997230903216	54	0.7199724399891414	54	81	59
tr|A0A4U1ELN7|A0A4U1ELN7_MONMO	HOG:C0664699.5c	0.5730994152046783	535.0825302808614	0.24742134156751822	93	0.5598742383495837	24	172	94
tr|A0A4U1ENK5|A0A4U1ENK5_MONMO	HOG:C0642974.1c	0.9959677419354839	1434.819508963712	0.9954067178421335	242	0.9958746151536255	217	249	758
tr|A0A4U1EP58|A0A4U1EP58_MONMO	HOG:C0622195.3l.10a.3b.1b	0.9131455399061033	2034.9872525169922	0.6906447709111708	381	0.9046740794400802	96	427	611
tr|A0A4U1EPP9|A0A4U1EPP9_MONMO	HOG:C0620792.1a.1a.1a	1.0	1281.3149779782407	0.9999989492026626	191	1.0	20	197	393
tr|A0A4U1EQ20|A0A4U1EQ20_MONMO	HOG:C0667830.2c	0.8888888888888888	52.936875814255046	0.13636092679667208	21	0.21990152403779692	12	100	177
tr|A0A4U1EQC3|A0A4U1EQC3_MONMO	HOG:C0623124.1b.6a.3b	1.0	1955.7072224560268	0.14035085453324456	354	0.7339707384577475	24	488	539
tr|A0A4U1ERD3|A0A4U1ERD3_MONMO	na	na	na	na	na	na	na	153	na
tr|A0A4U1ERL6|A0A4U1ERL6_MONMO	HOG:C0625018.1a	1.0	2954.3109780174177	0.9999874395920625	592	1.0	390	611	1302
tr|A0A4U1ERQ0|A0A4U1ERQ0_MONMO	HOG:C0651448.1b.1a.1a.1b.15b	0.9568965517241379	349.6150002840059	0.34177158962998355	62	0.5581713414808028	27	117	129
tr|A0A4U1ESM0|A0A4U1ESM0_MONMO	HOG:C0631796.4a	1.0	940.1514041222814	0.442306137235171	163	0.7372033559011818	46	228	295
tr|A0A4U1ESM7|A0A4U1ESM7_MONMO	HOG:C0613266.2b	0.9125364431486881	1880.9507781045636	0.35714210322649276	300	0.892723297867555	20	344	653
tr|A0A4U1EU71|A0A4U1EU71_MONMO	HOG:C0667435.8a.35c.10b.9a	0.9894179894179894	324.1703361885736	0.24060099257107398	97	0.5230644690440425	32	190	223
tr|A0A4U1EVZ9|A0A4U1EVZ9_MONMO	HOG:C0664677.7n.35a	1.0	1335.972063206478	0.9999966505834876	399	1.0	102	405	971
tr|A0A4U1EX36|A0A4U1EX36_MONMO	HOG:C0886141.6c.9c.13a.5a.4b.2b	1.0	931.9518111213853	0.999999044834438	195	1.0	11	201	305
tr|A0A4U1EX47|A0A4U1EX47_MONMO	HOG:C0594590	0.976890756302521	2077.9782029914622	0.7286962981688327	326	0.730741008582849	325	477	421
tr|A0A4U1EXL8|A0A4U1EXL8_MONMO	HOG:C0671265.6h.11a.18c.28b	1.0	3108.5640406032235	0.9276289569468489	693	0.9689315461705792	282	721	723
tr|A0A4U1EZ32|A0A4U1EZ32_MONMO	HOG:C0619189.2a.1a.3a	1.0	2383.911266038062	0.9387749114493124	351	0.9831765120009126	92	363	362
tr|A0A4U1EZY5|A0A4U1EZY5_MONMO	HOG:C0662885.4x.44ca.126c.99a	0.9969135802469136	620.4237231668656	0.10101004109621775	238	0.7372974058722578	10	325	410
tr|A0A4U1F027|A0A4U1F027_MONMO	HOG:C0596669	0.9517543859649122	1926.1973673021896	0.6466639682375397	291	0.6464997056302231	291	457	439
tr|A0A4U1F0T2|A0A4U1F0T2_MONMO	HOG:C0599557	0.7622377622377622	32.787964012930104	na	11	0.07919144997097152	na	144	312
tr|A0A4U1F0X6|A0A4U1F0X6_MONMO	na	na	na	na	na	na	na	407	na
tr|A0A4U1F154|A0A4U1F154_MONMO	na	na	na	na	na	na	na	136	na
tr|A0A4U1F1M4|A0A4U1F1M4_MONMO	HOG:C0664128.7c	0.6580310880829016	559.9645370201541	0.10810728928503684	122	0.647724864987705	8	194	126
tr|A0A4U1F265|A0A4U1F265_MONMO	HOG:C0667830.2c	0.9787234042553191	406.46041994042406	0.1850506712159539	116	0.35512914755568264	52	330	177
tr|A0A4U1F378|A0A4U1F378_MONMO	HOG:C0668235.2a.2a.2a.5a	1.0	2923.073927680015	0.9577457660516541	540	0.9944517577393621	68	549	562
tr|A0A4U1F3A4|A0A4U1F3A4_MONMO	HOG:C0657595.1b	1.0	2296.6340689894146	0.8823450613486313	375	0.890578204227978	345	427	390
tr|A0A4U1F3C5|A0A4U1F3C5_MONMO	HOG:C0644087.2c.1a.3a	1.0	4840.474667080597	0.40157468485809317	1111	0.9393267763838452	51	1188	1135
tr|A0A4U1F4B2|A0A4U1F4B2_MONMO	HOG:C0628339.3b	1.0	1906.0688387981027	0.9676077888232487	316	0.9752577404403875	239	330	352
tr|A0A4U1F4Y1|A0A4U1F4Y1_MONMO	HOG:C0612718	1.0	1241.398421157881	0.8756446020319619	169	0.8755986213990777	169	199	198
tr|A0A4U1F5W5|A0A4U1F5W5_MONMO	HOG:C0642405.1b.5d	1.0	2753.844138061144	0.9896879986403029	495	0.9959611250780875	192	503	552
tr|A0A4U1F613|A0A4U1F613_MONMO	HOG:C0668249.6a.2b.1d.9a.1b	0.9295154185022027	766.669641243061	0.7702667030898359	206	0.9266537526859818	57	228	2723
tr|A0A4U1F646|A0A4U1F646_MONMO	HOG:C0603722	0.8274647887323944	1725.980576804422	0.8028660584939726	224	0.8028217059260883	224	285	232
tr|A0A4U1F7B3|A0A4U1F7B3_MONMO	HOG:C0620301.1a.1a	1.0	3577.1569007407957	0.7365576465466249	530	0.9153004413888557	137	585	549
tr|A0A4U1F7E6|A0A4U1F7E6_MONMO	na	na	na	na	na	na	na	227	na
tr|A0A4U1F7E7|A0A4U1F7E7_MONMO	HOG:C0591643	0.9116161616161617	2297.730012956894	0.7416871895213223	290	0.7416461551315533	290	397	359
tr|A0A4U1F7P6|A0A4U1F7P6_MONMO	HOG:C0612663.1b	1.0	2988.738608146361	0.925984256649436	520	0.9267434643147435	513	567	620
tr|A0A4U1F8A4|A0A4U1F8A4_MONMO	HOG:C0664873.9c.15b.11b	1.0	2670.7886306918886	0.9081589926013064	557	0.9534567186841454	267	590	587
tr|A0A4U1F944|A0A4U1F944_MONMO	HOG:C0594216.2a	0.9797297297297297	3475.4143953949115	0.8221002009969997	471	0.8770458661973489	305	593	632
tr|A0A4U1F996|A0A4U1F996_MONMO	HOG:C0623010.1a.2b	1.0	3046.0257912810216	0.999998156879963	473	1.0	227	481	467
tr|A0A4U1F9L7|A0A4U1F9L7_MONMO	HOG:C0621352.1a.1b	0.9238095238095239	459.2971198536839	0.7976134802366643	84	0.8396483700260475	67	106	823
tr|A0A4U1FAW3|A0A4U1FAW3_MONMO	HOG:C0613742.7b	1.0	3535.795675197712	0.537232918783817	563	0.865997366172888	101	656	599
tr|A0A4U1FBJ6|A0A4U1FBJ6_MONMO	HOG:C0651124.1a.1a.3b	0.986737400530504	1647.5125463004126	0.8896721722982135	341	0.9161927149764073	250	378	500
tr|A0A4U1FBM1|A0A4U1FBM1_MONMO	HOG:C0656853	0.8087121212121212	2356.842032364804	0.8049588280351296	421	0.8045883274205679	421	529	691
tr|A0A4U1FCU5|A0A4U1FCU5_MONMO	HOG:C0678204.2f.17e.39b	0.984375	1165.612053663433	0.9246201375506407	237	0.9439113557423471	184	257	252
tr|A0A4U1FDQ1|A0A4U1FDQ1_MONMO	HOG:C0626121.2a.3b	0.6583333333333333	985.1725699848168	0.33333218267952397	153	0.6508707330919398	41	241	186
tr|A0A4U1FF78|A0A4U1FF78_MONMO	HOG:C0652507.1a.2a.2b	1.0	1221.891052951609	0.9999991819450554	173	1.0	27	179	258
tr|A0A4U1FFB8|A0A4U1FFB8_MONMO	HOG:C0629202.1a.1b	0.7956521739130434	496.8060036218177	0.15037424920273865	112	0.4964228288676928	20	231	448
